date,max,min,average
2020-06-24,89.59604427670251,80.6779754780178,85.75019141675095
2020-06-25,89.15945169528702,80.16849948276945,85.38513760873214
2020-06-26,88.51452669440442,79.6059912537248,84.88333207677933
2020-06-27,88.0681789194635,79.25674116200898,84.58912179908421
2020-06-28,87.77541584663093,78.88811969192895,84.30145942606406
2020-06-29,87.42157604561106,78.5933074913154,84.02678146228082
2020-06-30,87.04228271077127,78.22929286744859,83.74578394569937
2020-07-01,86.5409676294169,77.76187933478597,83.3299642391637
2020-07-02,86.13522520905843,77.3105663820475,82.97037665499721
2020-07-03,85.83431115387909,77.05023810765066,82.70773223956091
2020-07-04,85.62614864755666,76.9109923433458,82.56509265246878
2020-07-05,85.19613263436611,76.59773157013825,82.25710827441169
2020-07-06,85.05255680636681,76.44394397923901,82.12424734346737
2020-07-07,84.82166297932375,76.08306482980699,81.86863143244445
2020-07-08,84.37312406763586,75.66393831707552,81.47296075335422
2020-07-09,84.11427133196663,75.45303784146344,81.28168197655029
2020-07-10,84.00051477581573,75.21791049300656,81.09384443571264
2020-07-11,83.81757727247259,75.05190732713997,80.91597840058073
2020-07-12,83.60144892119105,74.81218107815222,80.72887084428555
2020-07-13,83.25591180316114,74.4646939168068,80.40410732024057
2020-07-14,82.99889476081164,74.12909841995513,80.13282766957947
2020-07-15,82.83997279226547,73.9804264013913,79.95582588605109
2020-07-16,82.76737391964396,73.9489182240486,79.89624407314713
2020-07-17,82.46678412461786,73.7396138978653,79.66881062748678
2020-07-18,82.4467749604135,73.68613431629338,79.61406944840678
2020-07-19,82.33385352426582,73.42204278343759,79.43421548637392
2020-07-20,81.9979460018714,73.0963070456336,79.11202011638021
2020-07-21,81.84662545875915,72.97551971827413,78.99199902392569
2020-07-22,81.8355327559857,72.82734292242056,78.87326847482814
2020-07-23,81.75061117270951,72.74523870742442,78.76242365082558
