date,max,min,average
2009/1/1,37.14952507,15.23522302,22.55647595
2009/1/2,38.12909392,15.3035939,23.14731041
2009/1/3,39.1256522,15.56334358,23.80287893
2009/1/4,40.07842555,15.94653812,24.56637653
2009/1/5,41.22387113,16.50159807,25.3469058
2009/1/6,42.22471623,16.75391096,25.91698931
2009/1/7,42.62046814,17.01802993,26.4039814
2009/1/8,42.82070819,17.27738836,26.7881967
