date,max,min,average
2020-06-28,77.21501315545434,61.603673347111766,68.63311224207219
2020-06-29,76.67240273374641,61.21280446887194,68.19282942679746
2020-06-30,76.12962828687068,60.97214553116667,67.72412791138835
2020-07-01,75.45447338732505,60.53190858210638,67.06922583654104
2020-07-02,74.69512967499374,60.23935364766436,66.5440729993548
2020-07-03,74.16263195310378,59.792312219496466,65.99089094955158
2020-07-04,73.7871426116569,59.53968658272945,65.6476371289223
2020-07-05,73.41170922643425,59.44449998580408,65.36146432275265
2020-07-06,72.90603772003213,58.89834398610918,64.84816659340139
2020-07-07,72.3269567406973,58.88641203288439,64.51237427709289
2020-07-08,71.70295357975372,58.40292616579737,63.85642136181146
2020-07-09,71.27574580432878,57.9715846502025,63.491695822727394
2020-07-10,70.76122293156924,57.9509948642911,63.2048482843892
2020-07-11,70.35767628996119,57.5969708793413,62.85771633009982
2020-07-12,69.95096913054078,57.39278517720479,62.48056717512965
2020-07-13,69.4089495930725,56.98865355493648,61.9156463909895
2020-07-14,68.77987249343664,56.731839749638326,61.478930734871085
2020-07-15,68.37483444956443,56.32017892666028,61.012668253944426
2020-07-16,68.12405833420232,56.102577007766335,60.75484243274325
2020-07-17,67.87065090261736,56.042060841351436,60.552631652393764
2020-07-18,67.48437598171505,55.53022554844549,60.12185513186184
2020-07-19,67.02211887635168,55.55226810598248,59.867167932282975
2020-07-20,66.51242231364597,55.10241404574026,59.29092834226481
2020-07-21,66.19705810201091,54.70436508995812,59.004548220593904
2020-07-22,65.79196883110868,54.71673203884243,58.79470166558397
2020-07-23,65.49549775835465,54.395332351168214,58.52324933148548
2020-07-24,65.19355894476975,54.223441862114,58.22048110861093
2020-07-25,64.75405024526931,53.851279688236296,57.72866485440179
2020-07-26,64.22527511964158,53.62611285265454,57.36379922954629
2020-07-27,63.91837778156563,53.24577977358978,56.968153808839475
