date,max,min,average
2020/7/1,95,80.6,87.8
2020/7/2,93.2,78.8,86
2020/7/3,93.2,78.8,86
2020/7/4,91.4,78.8,85.1
2020/7/5,91.4,78.8,85.1
2020/7/6,91.4,78.8,85.1
2020/7/7,95,80.6,87.8
2020/7/8,95,80.6,87.8
