date,max,min,average
2009-01-01,40.07304962389593,24.419878783639874,29.56421638675879
2009-01-02,41.37347190970108,24.510323667039966,30.23327447375371
2009-01-03,42.15077268432854,24.883703224021158,30.84985920766933
2009-01-04,43.556440376973946,25.157940629926568,31.60900080731204
2009-01-05,44.39386421236269,25.53083400037697,32.273693843869225
2009-01-06,45.3586878892854,26.02041102241545,32.946787599333256
2009-01-07,45.60972954107093,26.188216132176517,33.217298883393426
2009-01-08,46.31952392772101,26.523289160979413,33.63028760550823
2009-01-09,46.95881118038165,26.54420791359441,34.038443041591876
2009-01-10,47.74482404709789,26.94749758384348,34.705861935268445
2009-01-11,48.552375673205965,27.38453085145495,35.3313290384156
2009-01-12,49.37797613999845,27.70830362957243,35.82881207082593
2009-01-13,49.97974580925252,27.767774766612092,36.24065495650432
2009-01-14,50.90996989111731,27.818214695999604,36.75761552230925
2009-01-15,51.33090620694372,28.15206732945473,37.22556770452579
2009-01-16,52.393526239862965,28.38725013019939,37.839462785673426
2009-01-17,52.90072158602602,28.721555569988908,38.362218198918775
2009-01-18,53.54765691127386,29.173005759441036,38.89660784553286
2009-01-19,53.492689216720066,29.303139624899284,39.031574871749676
2009-01-20,53.90790936196228,29.600991553729877,39.3121072017169
2009-01-21,54.26363016562697,29.585133971801444,39.59082376595229
2009-01-22,54.77667303126008,29.952086758308315,40.131752565238536
2009-01-23,55.32145513101846,30.35321734185716,40.633611174658796
2009-01-24,55.894105369932156,30.64151644721708,41.01030166758152
2009-01-25,56.25237717749443,30.665937796427073,41.30410381709415
2009-01-26,56.9482025432731,30.681746757792162,41.70571276057489
2009-01-27,57.14349926735485,30.98138223843603,42.06094117297235
2009-01-28,57.98891151768549,31.182756756785842,42.56468047107853
2009-01-29,58.28701580650231,31.48365789888892,42.979789586147774
2009-01-30,58.73267348994036,31.90210294803571,43.40898525028475
