date,max,min,average
2020-06-27,88.76986696871874,61.55856649108823,76.25715067836721
2020-06-28,87.75332226831709,61.21796433825003,75.55248999619138
2020-06-29,87.25032183577869,60.778517886705295,75.12357023308574
2020-06-30,86.3323247372566,60.534102760686274,74.5300665857098
2020-07-01,85.2752522566576,60.129992726616656,73.80949407427056
2020-07-02,84.78607890834971,59.800951486494334,73.42958546325133
2020-07-03,84.2368280947231,59.69717905603012,73.06908001613013
2020-07-04,83.66128764120771,59.24802394192583,72.5027836681462
2020-07-05,83.12200041924146,58.962471486275604,72.07364964026512
2020-07-06,82.49105504660301,59.03505806638892,71.81182837101994
2020-07-07,81.64219880817444,58.8327358090009,71.20806671681461
2020-07-08,81.10026966409966,58.52787638790048,70.71699209074606
2020-07-09,80.13611227575402,58.202618182471284,70.0898774649916
2020-07-10,79.3827656458895,57.90438611254439,69.51563615209166
2020-07-11,79.1349397498873,57.506774806015386,69.21437777895825
2020-07-12,78.46433824953047,57.30366664090437,68.74583586525833
2020-07-13,77.64711956791292,56.94034205215388,68.14758252084926
2020-07-14,77.39048812945508,56.65157132608807,67.88740639258941
2020-07-15,77.06669023784319,56.587560979614565,67.64410144458702
2020-07-16,76.70972982470741,56.177665938551904,67.19252715595685
2020-07-17,76.38235927973697,55.930877883067296,66.87568915924739
2020-07-18,75.95687035184504,56.041739448522776,66.72378919622629
2020-07-19,75.30720726464125,55.87720894069578,66.22762434162253
2020-07-20,74.95839891336426,55.609664134404866,65.84187116489056
2020-07-21,74.18147507387069,55.321249433035604,65.3178507550555
2020-07-22,73.60965422022045,55.059395704365684,64.84452352397825
2020-07-23,73.53782032796026,54.69770344914238,64.64204520188164
2020-07-24,73.03784575468273,54.530060844090464,64.27019443679642
2020-07-25,72.3860524766375,54.20175404964645,63.76658751261387
2020-07-26,72.28980348551956,53.94755900534196,63.59905631607776
