date,max,min,average
2020/7/1,80.6,73.4,77
2020/7/2,84.2,68,76.1
2020/7/3,91.4,75.2,83.3
2020/7/4,80.6,75.2,77.9
2020/7/5,84.2,77,80.6
2020/7/6,84.2,75.2,79.7
2020/7/7,86,75.2,80.6
2020/7/8,86,75.2,80.6
