date,max,min,average
2020/7/1,95,78.8,86.9
2020/7/2,89.6,78.8,84.2
2020/7/3,91.4,80.6,86
2020/7/4,91.4,80.6,86
2020/7/5,91.4,78.8,85.1
2020/7/6,95,80.6,87.8
2020/7/7,95,82.4,88.7
2020/7/8,93.2,80.6,86.9
