date,max,min,average
2020-03-27,91.64597335403866,73.97972481409583,85.39450752821463
2020-03-28,91.2077873846076,73.79012621312665,84.91986515434644
2020-03-29,90.76907670252136,73.7304839735726,84.54178809647212
2020-03-30,90.5276876242138,73.69188247043458,84.332884011609
2020-03-31,90.356462515731,73.73912119655368,84.10962633320136
2020-04-01,89.93575966094069,73.733911529963,83.7854649278075
2020-04-02,89.84252363108082,73.86652144171346,83.71930246014132
2020-04-03,89.69834518001807,73.77003738130709,83.39948905323509
2020-04-04,89.23115266066122,73.71766195015174,83.04949370762421
2020-04-05,89.16214571562716,73.82729010908959,82.94192416854527
2020-04-06,88.96994147778283,73.76688746117802,82.69187377823688
2020-04-07,88.83044494129179,73.77446253911434,82.52292210177468
2020-04-08,88.5354925071544,73.76787904283813,82.33900590094989
2020-04-09,88.38045004237055,73.59039323794173,82.05063181041841
2020-04-10,88.1991086363893,73.54217121595,81.84746782236448
2020-04-11,88.19166080411283,73.51433695172095,81.8028138258466
2020-04-12,88.23308153829961,73.5717272737348,81.73379328677419
2020-04-13,88.00566761896552,73.57608876090795,81.5544664771481
2020-04-14,88.08812565441521,73.7177225724788,81.62430925582939
2020-04-15,88.1036480393684,73.6297464485217,81.43220999716226
2020-04-16,87.78161897205685,73.58539249190228,81.20214314033014
2020-04-17,87.84456141648994,73.70258347810322,81.2071910568665
2020-04-18,87.77229536649831,73.64931123445268,81.06289278132594
2020-04-19,87.74181918215506,73.66360901848256,80.99324640098116
2020-04-20,87.54596310252502,73.66336384126457,80.90258168603556
2020-04-21,87.48099636473331,73.49185394665257,80.70177432113366
2020-04-22,87.38153119560758,73.4492661477726,80.58083885056864
2020-04-23,87.44850650023464,73.42674395627589,80.61340058913522
2020-04-24,87.55757571851498,73.4891426203724,80.61688859000377
2020-04-25,87.39165231934112,73.49822608551557,80.50565008334624
