date,max,min,average
2020/7/1,75.1585227,63.64749383,67.49442706
2020/7/2,74.69689317,63.25588144,66.92732823
2020/7/3,74.25671511,63.0446598,66.52709692
2020/7/4,73.9223984,62.83477978,66.17175713
2020/7/5,73.64860513,62.51806449,65.8065397
2020/7/6,73.45778842,62.50437847,65.60216059
2020/7/7,72.98648859,62.21986097,65.18059984
2020/7/8,72.82725619,61.89288038,64.80243447
