date,max,min,average
2020/4/1,53.6,24.8,39.2
2020/4/2,57.2,26.6,41.9
2020/4/3,59,32,45.5
2020/4/4,68,37.4,52.7
2020/4/5,68,37.4,52.7
2020/4/6,71.6,39.2,55.4
2020/4/7,71.6,37.4,54.5
2020/4/8,73.4,37.4,55.4
