date,max,min,average
2020-06-14,92.98085049357515,75.37502923484688,84.80002545458473
2020-06-15,91.8820465578314,74.76616747395336,83.9767044709423
2020-06-16,91.0098490321064,74.34107143129229,83.34348822166409
2020-06-17,90.20827859335895,73.89731063459675,82.69621147724166
2020-06-18,89.53154323766277,73.41361080176772,82.11491518464494
2020-06-19,88.73712303273899,72.95123238744472,81.56965669334625
2020-06-20,88.12431006122358,72.64290183708904,81.07223548227417
2020-06-21,87.42738676794987,72.16452763386985,80.43565481806041
2020-06-22,86.8009367582765,71.77471997769901,79.92089852653582
2020-06-23,86.22818857296697,71.3694096352443,79.39320633679426
2020-06-24,85.71501902675254,71.00209515349094,78.95232614451956
2020-06-25,85.4010215676086,70.96342346958325,78.75850148860519
2020-06-26,84.9485149160468,70.56404167936867,78.25503774462416
2020-06-27,84.41966596410099,70.1921011209046,77.79551213477481
2020-06-28,84.07698080365775,69.9922588931536,77.50587012521609
2020-06-29,83.76734982145811,69.76265909433943,77.18307045417707
2020-06-30,83.54764709573604,69.48257371763782,76.90821556195264
2020-07-01,83.17782959767152,69.21378259116932,76.65236528949339
2020-07-02,82.95949055831808,69.08950595688437,76.42826588490716
2020-07-03,82.62905028703528,68.78612177701021,76.04981475896385
2020-07-04,82.3430785560444,68.56268661061864,75.77884018169175
2020-07-05,82.08664913940474,68.31555560219806,75.48137938895375
2020-07-06,81.86735315187956,68.09863077770531,75.25793345473544
2020-07-07,81.8263766989182,68.20294268358863,75.26945723171009
2020-07-08,81.62751814740813,67.9395031338308,74.95992787169838
2020-07-09,81.33431904365318,67.69681022376757,74.68355703326074
2020-07-10,81.21056259168853,67.6198507332807,74.56688935452614
2020-07-11,81.10432566963395,67.50708220609403,74.40744944143086
2020-07-12,81.07358465656155,67.33807464499114,74.28687414889205
2020-07-13,80.87932060790466,67.17489121196215,74.17672802768006
