date,max,min,average
2020/7/1,92.84484156,92.84484156,84.10938953
2020/7/2,91.66297828,91.66297828,83.359745
2020/7/3,90.49297898,90.49297898,82.41803415
2020/7/4,89.43164239,89.43164239,81.70254365
2020/7/5,88.75110339,88.75110339,81.09371774
2020/7/6,88.38556241,88.38556241,80.60847259
2020/7/7,87.39595752,87.39595752,80.00759537
2020/7/8,86.26248754,86.26248754,79.22856317
