date,max,min,average
2020/7/1,86,64.4,75.2
2020/7/2,87.8,66.2,77
2020/7/3,84.2,68,76.1
2020/7/4,80.6,68,74.3
2020/7/5,80.6,68,74.3
2020/7/6,80.6,64.4,72.5
2020/7/7,82.4,59,70.7
2020/7/8,86,60.8,73.4
