date,max,min,average
2020/7/1,77,68,72.5
2020/7/2,73.4,68,70.7
2020/7/3,78.8,69.8,74.3
2020/7/4,82.4,69.8,76.1
2020/7/5,82.4,71.6,77
2020/7/6,82.4,71.6,77
2020/7/7,80.6,71.6,76.1
2020/7/8,77,68,72.5
