date,max,min,average
2009-01-01,37.149525068829604,15.235223021163987,22.556475945571343
2009-01-02,38.12909391574812,15.303593904098733,23.147310406571695
2009-01-03,39.12565219611351,15.563343582197854,23.802878926245146
2009-01-04,40.07842555060515,15.946538116552567,24.566376534735603
2009-01-05,41.22387112940586,16.50159806608842,25.346905798944498
2009-01-06,42.22471622697154,16.753910956487132,25.91698930993421
2009-01-07,42.62046814259707,17.018029932201454,26.403981395112318
2009-01-08,42.82070819028329,17.27738835678916,26.788196697902123
2009-01-09,43.323887066588775,17.442277160245627,27.095342211829585
2009-01-10,44.62466667426632,17.739888677363943,27.886303513332248
2009-01-11,45.17490735041471,17.98383572881565,28.34432426228827
2009-01-12,45.30306231321578,18.326050157836896,28.8430315727467
2009-01-13,46.068192276725405,18.452684185804586,29.30668001303025
2009-01-14,46.731114463626405,18.484136320675113,29.739632374448046
2009-01-15,47.4222682466162,18.707390874769143,30.24101153584267
2009-01-16,48.08048012677527,19.054509048304947,30.853926156969177
2009-01-17,48.941822285663775,19.573906595111197,31.487394454477332
2009-01-18,49.6686507169675,19.79096629090882,31.91385664206558
2009-01-19,49.800114601802996,20.020236584693173,32.260586596520966
2009-01-20,49.745449850552305,20.245146198442647,32.50782039232461
2009-01-21,50.00277401929932,20.37598147383304,32.68118829172767
2009-01-22,51.06642769807822,20.6399302099865,33.341500934578555
2009-01-23,51.38796131909452,20.85060074394818,33.67192879687567
2009-01-24,51.295529198441095,21.1599204867752,34.0460275205032
2009-01-25,51.84790376024762,21.254037278522443,34.38798187329813
2009-01-26,52.3056241726613,21.25334529609777,34.70208647866373
2009-01-27,52.798861625839116,21.444824570469905,35.08739764193181
2009-01-28,53.26618395982295,21.760532069631534,35.58695900645
2009-01-29,53.94341387858651,22.248879363748426,36.10972529314465
2009-01-30,54.49266675563382,22.43524509288399,36.42807470510702
