date,max,min,average
2020-06-27,92.7954692124478,72.50960228442312,81.49938595078255
2020-06-28,91.99850373364124,72.23254632758214,80.98684462108716
2020-06-29,90.97631413861868,72.19547165005969,80.44845546314008
2020-06-30,90.12510241867813,71.97224482903826,80.00628281174599
2020-07-01,89.47329579201845,71.59978058441773,79.53444689224575
2020-07-02,88.815372445628,71.35801772413913,79.07045804465913
2020-07-03,88.03451955867975,71.02443312687349,78.60421343551188
2020-07-04,87.41872444937181,70.82724134068245,78.32266081696223
2020-07-05,87.21495845211967,70.70648118152567,78.03836761692105
2020-07-06,86.44527208051693,70.63092462143453,77.71251152029645
2020-07-07,85.4519441185286,70.55128469757132,77.12154824523513
2020-07-08,84.46726852638236,70.03732417181027,76.3309342103513
2020-07-09,83.83672601237251,69.65669340596537,75.8843631896398
2020-07-10,83.36181888928644,69.4102567176764,75.49834626901315
2020-07-11,82.6501099563087,69.40347268285542,75.08363052081191
2020-07-12,82.09821741188881,69.21021140571075,74.76234452196758
2020-07-13,81.73496971912314,68.86739109531365,74.40867129236749
2020-07-14,81.35523188552257,68.65495401132861,74.06018255161598
2020-07-15,80.84256400495009,68.35038044710392,73.70683546274519
2020-07-16,80.48531290436311,68.18188832872994,73.5356364225067
2020-07-17,80.530796502936,68.08951981393989,73.35921018195455
2020-07-18,80.00139943962657,68.0420501806726,73.1387904574664
2020-07-19,79.23972261227284,67.99019573651668,72.65088773609057
2020-07-20,78.47837051528599,67.50372247867233,71.96101197122425
2020-07-21,78.06312322773327,67.1502839695559,71.61290926533566
2020-07-22,77.79577167107848,66.93074769305863,71.32314185368286
2020-07-23,77.28415687797337,66.95057535736173,71.00250680539372
2020-07-24,76.9251652781042,66.78364016532508,70.77318156759976
2020-07-25,76.7478839231446,66.46686339141493,70.50939692918637
2020-07-26,76.54742711316754,66.28019032779072,70.24877130236779
