date,max,min,average
2020/7/1,96.8,80.6,88.7
2020/7/2,93.2,80.6,86.9
2020/7/3,95,80.6,87.8
2020/7/4,98.6,80.6,89.6
2020/7/5,98.6,80.6,89.6
2020/7/6,102.2,80.6,91.4
2020/7/7,98.6,82.4,90.5
2020/7/8,95,82.4,88.7
