date,max,min,average
2020-06-28,90.61980309041617,76.15748872073678,87.11711517586218
2020-06-29,89.13336064352427,75.68296965864944,86.0630492426108
2020-06-30,87.9743688370454,75.07978755843314,85.13564014923317
2020-07-01,86.5010719373505,74.8479834496619,84.20057196337582
2020-07-02,85.4067460565145,74.03913735079263,83.07159522632261
2020-07-03,84.48512203428618,73.38197100078291,82.22003954862376
2020-07-04,83.5322342718573,72.95360045096756,81.39012390827256
2020-07-05,82.89104347519613,72.56717145895139,80.7579325993622
2020-07-06,82.45044353479955,72.40580913079953,80.39460863921298
2020-07-07,81.83269940108832,72.10311447328749,79.74835065416265
2020-07-08,81.02331191598904,71.60905036175987,79.00090101697721
2020-07-09,80.46248842090283,71.16131721244923,78.2896415954977
2020-07-10,79.44375534630466,70.61462588548684,77.41442265765806
2020-07-11,78.69875173193053,70.29924009044518,76.77181100945413
2020-07-12,78.23201039058304,69.85062260792611,76.23840798988091
2020-07-13,77.4050388321807,69.76894563151018,75.68063757885862
2020-07-14,76.9141599229804,69.10591657799714,74.91295885307967
2020-07-15,76.55594912983581,68.59038092713443,74.40737991221097
2020-07-16,76.12909676343544,68.29957491850061,73.90876945121984
2020-07-17,75.97904324149691,68.04676104739009,73.59383392914782
2020-07-18,75.9969976577902,68.01517780606756,73.53431214461446
2020-07-19,75.80738657131721,67.83853633223785,73.17897324043808
2020-07-20,75.39772902763785,67.46690647036203,72.71010591243122
2020-07-21,75.21011668057744,67.13809253475078,72.26561518399899
2020-07-22,74.53983526440636,66.70690630074311,71.6458522936018
2020-07-23,74.12016640732145,66.50370949588607,71.24786377350748
2020-07-24,73.95717653835379,66.16406010470112,70.94871034561633
2020-07-25,73.41380504082933,66.18822279142377,70.61525589207231
2020-07-26,73.18771166139061,65.62799478871507,70.06238073721131
2020-07-27,73.07672005626057,65.212308813608,69.76249636483345
