date,max,min,average
2020/7/1,90.97122979,55.99723079,79.86690995
2020/7/2,89.90776532,55.44930507,79.0640395
2020/7/3,89.19991434,55.05881709,78.53426833
2020/7/4,88.63512507,54.79044298,78.00071449
2020/7/5,88.13633205,54.56980417,77.58218533
2020/7/6,87.21188023,54.38818564,77.04939202
2020/7/7,86.32826195,54.37836922,76.60331457
2020/7/8,85.37235133,53.95777629,75.85213149
